,titulo_original,duracion,año_realizacion
9091,Demetrius and the Gladiators,101.0,1954
9095,The Abominable Dr. Phibes,94.0,1971
9099,Manhunter,119.0,1986
9105,Revenge of the Nerds,90.0,1984
9108,Revenge of the Nerds II: Nerds in Paradise,98.0,1987
9112,C.H.U.D.,88.0,1984
9116,Spy Kids,88.0,2001
9140,Along Came a Spider,104.0,2001
9284,Just Visiting,88.0,2001
9320,Pokémon 3: The Movie,93.0,2000
9400,Bridget Jones's Diary,97.0,2001
9460,Joe Dirt,91.0,2001
9470,Crocodile Dundee in Los Angeles,92.0,2001
9482,The Mummy Returns,130.0,2001
9500,Shrek,90.0,2001
9515,City Slickers,112.0,1991
9545,La notte,115.0,1961
9551,The Magnificent Seven,128.0,1960
9555,Return of the Seven,95.0,1966
9563,Atlantis: The Lost Empire,95.0,2001
9587,Lara Croft: Tomb Raider,100.0,2001
9615,Dr. Dolittle 2,87.0,2001
9627,The Fast and the Furious,106.0,2001
9651,Les Rivières pourpres,106.0,2000
9654,Cats & Dogs,87.0,2001
9702,Scary Movie 2,83.0,2001
9710,Beach Blanket Bingo,98.0,1965
9712,I soliti ignoti,106.0,1958
9714,The Cannonball Run,95.0,1981
9718,Cannonball Run II,108.0,1984
9722,Speed Zone,94.0,1989
9726,Dr. Goldfoot and the Bikini Machine,88.0,1965
9728,Nice Dreams,88.0,1981
9730,Things Are Tough All Over,90.0,1982
9732,Suspiria,98.0,1977
9736,Final Fantasy: The Spirits Within,106.0,2001
9772,Legally Blonde,96.0,2001
9774,Arthur 2: On the Rocks,113.0,1988
9776,Big Top Pee-wee,86.0,1988
9778,Caddyshack II,98.0,1988
9780,Critters,82.0,1986
9795,Critters 2,86.0,1988
9803,Critters 3,86.0,1991
9811,The Dead Pool,91.0,1988
9817,"Elvira, Mistress of the Dark",96.0,1988
9825,Ernest Saves Christmas,95.0,1988
9827,Howling IV: The Original Nightmare,94.0,1988
9829,The Land Before Time,69.0,1988
9865,Return of the Living Dead Part II,89.0,1988
9867,The Return of the Living Dead,91.0,1985
9873,Return to Snowy River,110.0,1988
9888,The Man from Snowy River,104.0,1982
9898,Short Circuit 2,110.0,1988
9906,Short Circuit,98.0,1986
9915,鉄男,67.0,1989
9917,Waxwork,95.0,1988
9925,American Ninja,95.0,1985
9929,American Ninja 2: The Confrontation,90.0,1987
9935,American Ninja 3: Blood Hunt,89.0,1989
9953,Best of the Best 2,101.0,1993
9957,Bill & Ted's Excellent Adventure,90.0,1989
9969,C.H.U.D. II: Bud the Chud,85.0,1989
9975,Cyborg,86.0,1989
9979,Dream a Little Dream,114.0,1989
9987,Eddie and the Cruisers II: Eddie Lives!,104.0,1989
9993,Eddie and the Cruisers,95.0,1983
9997,K-9,101.0,1989
10003,Kickboxer,97.0,1989
10005,Look Who's Talking,93.0,1989
10009,Major League,107.0,1989
10011,Jurassic Park III,92.0,2001
10027,The Return of Swamp Thing,84.0,1989
10029,The Return of the Musketeers,102.0,1989
10038,Road House,114.0,1989
10050,Stepfather II: Make Room For Daddy,93.0,1989
10062,The Stepfather,89.0,1987
10074,Warlock,103.0,1989
10078,Warlock: The Armageddon,98.0,1993
10084,Weekend at Bernie's II,97.0,1993
10086,Basket Case,91.0,1982
10088,The Princess Diaries,115.0,2001
10097,Rush Hour 2,90.0,2001
10109,La Cage aux folles,99.0,1978
10112,La Cage aux folles II,101.0,1980
10120,Any Which Way You Can,115.0,1980
10126,American Pie 2,108.0,2001
10132,Jeepers Creepers,90.0,2001
10152,3 Ninjas,84.0,1992
10164,3 Ninjas Kick Back,93.0,1994
10212,3 Ninjas Knuckle Up,85.0,1995
10216,Megiddo: The Omega Code 2,104.0,2001
10222,The Return of a Man Called Horse,129.0,1976
10228,Zoolander,89.0,2001
10246,Joy Ride,97.0,2001
10261,La Boum,110.0,1980
10270,Cheech & Chong's Next Movie,99.0,1980
10273,Dirty Harry,102.0,1971
10285,Donnie Darko,113.0,2001
10297,"Monsters, Inc.",92.0,2001
10303,When a Stranger Calls,97.0,1979
10307,Harry Potter and the Philosopher's Stone,152.0,2001
10325,Funny Girl,149.0,1968
10333,The Beastmaster,118.0,1982
10337,Funeral in Berlin,102.0,1966
10343,The Exterminator,101.0,1980
10351,At the Earth's Core,90.0,1976
10369,The Enforcer,96.0,1976
10372,The People That Time Forgot,90.0,1977
10378,Sudden Impact,117.0,1983
10381,Behind Enemy Lines,106.0,2001
10413,Ocean's Eleven,116.0,2001
10437,Bill & Ted's Bogus Journey,98.0,1991
10447,The Lord of the Rings: The Fellowship of the Ring,178.0,2001
10465,Fritz the Cat,78.0,1972
10480,The Nine Lives of Fritz the Cat,77.0,1974
10486,Yu pu tuan zhi: Tou qing bao jian,99.0,1991
10489,Another 48 Hrs.,95.0,1990
10499,Conan the Destroyer,103.0,1984
10505,48 Hrs.,96.0,1982
10510,The Sandlot,101.0,1993
10518,Return to Never Land,72.0,2002
10578,Super Troopers,100.0,2001
10584,Funny Lady,136.0,1975
10588,Sleuth,138.0,1972
10590,Queen of the Damned,101.0,2002
10620,State Property,88.0,2002
10626,The Bad News Bears,102.0,1976
10630,The Bad News Bears Go to Japan,91.0,1978
10636,The Bad News Bears in Breaking Training,100.0,1977
10638,The Lone Ranger,86.0,1956
10640,The Lone Ranger and the Lost City of Gold,81.0,1958
10643,吸血鬼ハンターD ブラッドラスト,103.0,2000
10671,FernGully: The Last Rainforest,76.0,1992
10703,Zombi 2,91.0,1979
10705,The Nude Bomb,94.0,1980
10709,"Oh, God! Book II",94.0,1980
10711,"Oh, God!",98.0,1977
10713,Ice Age,81.0,2002
10725,Resident Evil,100.0,2002
10773,The Paleface,91.0,1948
10777,Road to Morocco,82.0,1942
10778,Road to Singapore,85.0,1940
10780,Road to Utopia,90.0,1946
10781,Road to Zanzibar,91.0,1941
10782,Conte de printemps,103.0,1990
10791,Smokey and the Bandit II,100.0,1980
10795,Smokey and the Bandit,96.0,1977
10798,Smokey and the Bandit Part 3,85.0,1983
10810,Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,107.0,1980
10813,Blade II,117.0,2002
11005,National Lampoon’s Van Wilder,92.0,2002
11009,Slap Shot,123.0,1977
11011,My Big Fat Greek Wedding,95.0,2002
11071,Roma città aperta,100.0,1945
11079,Return of the Killer Tomatoes!,98.0,1988
11088,Return to Horror High,95.0,1987
11094,Three Men and a Baby,102.0,1987
11112,Three Men and a Little Lady,104.0,1990
11120,The Scorpion King,92.0,2002
11192,Jason X,91.0,2001
11198,Wild Orchid,105.0,1989
11202,Spider-Man,121.0,2002
11206,White Fang,107.0,1991
11218,White Fang 2: Myth of the White Wolf,106.0,1994
11222,Star Wars: Episode II - Attack of the Clones,142.0,2002
11225,Every Which Way But Loose,110.0,1978
11233,The Sum of All Fears,124.0,2002
11308,The Bourne Identity,119.0,2002
11608,Scooby-Doo,88.0,2002
11617,Cheech & Chong's The Corsican Brothers,82.0,1984
11619,Lilo & Stitch,85.0,2002
11623,Look Who's Talking Now!,96.0,1993
11626,Like Mike,99.0,2002
11646,Men in Black II,88.0,2002
11662,Halloween: Resurrection,94.0,2002
11664,Stuart Little 2,78.0,2002
11672,Austin Powers in Goldmember,94.0,2002
11732,In Like Flint,114.0,1967
11735,Modesty Blaise,119.0,1966
11753,Our Man Flint,108.0,1966
11761,Spy Kids 2: The Island of Lost Dreams,100.0,2002
11764,xXx,124.0,2002
11809,Sånger från andra våningen,98.0,2000
11833,Blue Crush,104.0,2002
11841,Undisputed,96.0,2002
11849,The Care Bears Movie,77.0,1985
11861,Care Bears Movie II: A New Generation,76.0,1986
11867,Hot Shots!,84.0,1991
11870,976-EVIL,92.0,1988
11871,The Revenge of Frankenstein,89.0,1958
11875,Stakeout,116.0,1987
11881,Barbershop,102.0,2002
11883,The Transporter,92.0,2002
11955,Ernest Goes to Jail,81.0,1990
11959,Ernest Scared Stupid,91.0,1991
11965,The Hills Have Eyes Part II,86.0,1984
11969,The Hills Have Eyes,89.0,1977
11970,Red Dragon,124.0,2002
11982,Heaven,96.0,2002
12054,Mosura tai Gojira,89.0,1964
12058,Gojira-Minira-Gabara: Oru kaijû daishingeki,70.0,1969
12061,"Godzilla, King of the Monsters!",80.0,1956
12069,Powaqqatsi,99.0,1988
12087,Texasville,123.0,1990
12091,Ernest Goes to Africa,90.0,1997
12093,Ernest In The Army,85.0,1998
12095,Horror of Dracula,82.0,1958
12096,Django,93.0,1966
12104,Django 2: il grande ritorno,96.0,1987
12116,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,75.0,2001
12136,The Ring,115.0,2002
12148,Naqoyqatsi,89.0,2002
12164,Jason Goes to Hell: The Final Friday,87.0,1993
12170,Saturday Night Fever,118.0,1977
12178,Staying Alive,93.0,1983
12186,Czlowiek z zelaza,147.0,1981
12190,Enter the Ninja,100.0,1981
12199,Faces of Death II,85.0,1981
12203,Faces of Death,105.0,1978
12207,Faces of Death III,86.0,1985
12211,Faces of Death IV,89.0,1990
12215,Faces of Death VI,70.0,1996
12216,Faces of Death: Fact or Fiction?,54.0,1999
12220,Göta kanal eller Vem drog ur proppen?,99.0,1981
12225,Lola,113.0,1981
12231,My Bloody Valentine,90.0,1981
12243,Piranha Part Two: The Spawning,84.0,1981
12249,Jackass: The Movie,87.0,2002
12257,Casino Royale,131.0,1967
12317,The Santa Clause 2,104.0,2002
12326,Half Past Dead,98.0,2002
12338,Harry Potter and the Chamber of Secrets,161.0,2002
12365,Left Behind II: Tribulation Force,94.0,2002
12371,La Gloire de mon Père,105.0,1990
12383,Le château de ma mère,99.0,1990
12407,Return to the Blue Lagoon,98.0,1991
12409,Scanners,103.0,1981
12433,Shock Treatment,94.0,1981
12435,Die Another Day,133.0,2002
12477,Friday After Next,85.0,2002
12480,Брат,96.0,1997
12483,Elling,89.0,2001
12485,Day of the Woman,101.0,1978
12487,Zulu,138.0,1964
12495,Analyze That,96.0,2002
12519,Vabank,104.0,1981
12521,Varning för Jönssonligan,89.0,1981
12529,La Boum 2,109.0,1982
12532,Class of 1984,98.0,1982
12537,Dünyayı Kurtaran Adam,91.0,1982
12538,Star Trek: Nemesis,117.0,2002
12542,The Lord of the Rings: The Two Towers,179.0,2002
12560,My Girl 2,99.0,1994
12576,My Girl,102.0,1991
12588,The Road to Hong Kong,91.0,1962
12589,Heavy Metal 2000,88.0,2000
12649,Blue Collar Comedy Tour: The Movie,105.0,2003
12655,Final Destination 2,90.0,2003
12659,トパーズ,135.0,1992
12663,Le gendarme et les gendarmettes,100.0,1982
12664,Jönssonligan & DynamitHarry,106.0,1982
12676,Die Sehnsucht der Veronika Voss,104.0,1982
12700,They Call Me Bruce?,85.0,1982
12706,Trail of the Pink Panther,96.0,1982
12726,Zapped!,98.0,1982
12729,Shanghai Knights,115.0,2003
12809,The Jungle Book 2,72.0,2003
12833,Dennis the Menace,94.0,1993
12839,The Black Stallion Returns,103.0,1983
12845,The Black Stallion,118.0,1979
12851,Willard,100.0,2003
12853,Born Free,95.0,1966
12859,リング,96.0,1998
12863,リング 2,92.0,1999
12864,Jag är nyfiken - en film i gult,121.0,1967
12865,My Friend Flicka,89.0,1943
12869,The Robe,135.0,1953
12870,Mies vailla menneisyyttä,97.0,2002
12873,House of 1000 Corpses,89.0,2003
12875,X2,133.0,2003
12947,Daddy Day Care,92.0,2003
12953,Breakin' 2: Electric Boogaloo,94.0,1984
12957,Breakin',90.0,1984
12959,The Carpetbaggers,150.0,1964
12961,The Matrix Reloaded,138.0,2003
13001,L'Auberge espagnole,122.0,2002
13022,劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス,71.0,2002
13030,Bruce Almighty,101.0,2003
13038,Finding Nemo,100.0,2003
13040,Wrong Turn,84.0,2003
13068,2 Fast 2 Furious,107.0,2003
13092,Nevada Smith,128.0,1966
13098,A Man Called Horse,114.0,1970
13114,Dumb and Dumberer: When Harry Met Lloyd,85.0,2003
13115,Rugrats Go Wild,84.0,2003
13119,The Satanic Rites of Dracula,87.0,1973
13120,28 Days Later,113.0,2002
13132,Charlie's Angels: Full Throttle,106.0,2003
13168,"Legally Blonde 2: Red, White & Blonde",95.0,2003
13171,Terminator 3: Rise of the Machines,109.0,2003
13225,Pirates of the Caribbean: The Curse of the Black Pearl,143.0,2003
13231,Bad Boys II,147.0,2003
13251,Johnny English,88.0,2003
13287,Cavale,117.0,2002
13289,Lara Croft Tomb Raider: The Cradle of Life,117.0,2003
13513,Spy Kids 3-D: Game Over,84.0,2003
13518,Gator,115.0,1976
13524,Kickboxer 2:  The Road Back,89.0,1991
13528,White Lightning,101.0,1973
13534,American Wedding,103.0,2003
13542,S.W.A.T.,117.0,2003
13587,Uccellacci e uccellini,89.0,1966
13589,Freddy vs. Jason,97.0,2003
13610,Agent Cody Banks,102.0,2003
13620,Tremors,96.0,1990
13624,The Pink Panther,115.0,1963
13636,The Pink Panther Strikes Again,103.0,1976
13652,1947: Earth,101.0,1998
13654,Fire,108.0,1996
13670,Jeepers Creepers 2,104.0,2003
13678,El otro lado de la cama,114.0,2002
13682,Cabin Fever,93.0,2003
13688,Once Upon a Time in Mexico,102.0,2003
13694,黃飛鴻,134.0,1991
13698,黃飛鴻之二男兒當自強,113.0,1992
13702,黃飛鴻之三獅王爭霸,105.0,1993
13708,Day of the Dead,96.0,1985
13720,Underworld,121.0,2003
13780,יוסי וג'אגר,65.0,2002
13789,National Lampoon Presents Dorm Daze,96.0,2003
13790,Leningrad Cowboys Go America,78.0,1989
13794,Beethoven,87.0,1992
13798,Beethoven's 2nd,89.0,1993
13802,Ginger Snaps,108.0,2000
13806,More American Graffiti,110.0,1979
13812,House of the Dead,90.0,2003
13848,Kill Bill: Vol. 1,111.0,2003
13866,The Texas Chainsaw Massacre,98.0,2003
13872,Scary Movie 3,84.0,2003
13874,Brother Bear,85.0,2003
13883,見鬼,98.0,2002
13907,Frankenstein and the Monster from Hell,93.0,1973
13909,অপরাজিত,110.0,1956
13910,Człowiek z marmuru,165.0,1977
13914,Sherlock Holmes and the Voice of Terror,65.0,1942
13920,Sherlock Holmes Faces Death,68.0,1943
13926,Sherlock Holmes in Washington,71.0,1943
13930,The Matrix Revolutions,129.0,2003
13994,Father of the Bride,105.0,1991
14006,Bad Santa,91.0,2003
14024,Darkman,96.0,1990
14030,Europa,112.0,1991
14102,Tales from the Crypt,92.0,1972
14104,WarGames,114.0,1983
14108,Highlander II: The Quickening,91.0,1991
14117,Kindergarten Cop,111.0,1990
14121,バトル・ロワイアル,114.0,2000
14139,Teen Wolf,91.0,1985
14142,A Shot in the Dark,102.0,1964
14158,Leprechaun,92.0,1993
14164,Forbrydelsens element,104.0,1984
14172,Baisers volés,96.0,1968
14178,Honey,94.0,2003
14187,The Lord of the Rings: The Return of the King,201.0,2003
14199,Cheaper by the Dozen,98.0,2003
14201,Beyond Re-Animator,95.0,2003
14213,Pumping Iron,85.0,1977
14216,The Silencers,102.0,1966
14219,The Butterfly Effect,113.0,2004
14239,You Got Served,95.0,2004
14240,Barbershop 2:  Back in Business,106.0,2004
14242,Un couple épatant,97.0,2002
14244,The Lost Skeleton of Cadavra,90.0,2001
14253,Blacula,93.0,1972
14257,Scream Blacula Scream,96.0,1973
14259,Après la vie,123.0,2002
14263,King Solomon's Mines,100.0,1985
14272,Dirty Dancing: Havana Nights,86.0,2004
14292,Agent Cody Banks 2: Destination London,100.0,2004
14297,Scooby-Doo 2: Monsters Unleashed,93.0,2004
14305,Dogville,178.0,2003
14818,Hellboy,122.0,2004
14848,The Prince & Me,111.0,2004
14908,Walking Tall,86.0,2004
14932,The Whole Ten Yards,98.0,2004
14986,Dawn of the Dead,127.0,1978
14992,Road to Bali,91.0,1952
14993,Kill Bill: Vol. 2,136.0,2004
15029,Mean Girls,97.0,2004
15041,Van Helsing,132.0,2004
15077,Riget,273.0,1994
15083,100 Girls,94.0,2000
15086,28 Up,136.0,1984
15088,You Only Live Twice,117.0,1967
15097,Octopussy,131.0,1983
15121,Never Say Never Again,134.0,1983
15229,Babylon 5: In the Beginning,94.0,1998
15237,Look Who's Talking Too,81.0,1990
15239,The Delta Force,125.0,1986
15255,Cat People,73.0,1942
15264,The Four Musketeers,108.0,1974
15280,บางระจัน,113.0,2000
15286,Sniper,98.0,1993
15310,Babylon 5: A Call to Arms,94.0,1999
15318,Babylon 5: The River of Souls,94.0,1998
15326,Babylon 5: Thirdspace,94.0,1998
15334,Another Thin Man,103.0,1939
15336,The Thin Man Goes Home,100.0,1945
15339,Shadow of the Thin Man,97.0,1941
15343,After the Thin Man,112.0,1936
15346,Song of the Thin Man,86.0,1947
15351,Lammbock,93.0,2001
15352,The Legend Fong Sai Yuk,106.0,1993
15355,Tremors 2: Aftershocks,100.0,1996
15371,Tremors 3: Back to Perfection,104.0,2001
15381,The Vampire Lovers,91.0,1970
15383,The Cheerleaders,81.0,1973
15384,Gekitotsu! Satsujin ken,91.0,1974
15385,Satsujin ken 2,85.0,1974
15387,Frankenstein Must Be Destroyed,98.0,1969
15389,Gidget,95.0,1959
15391,Tystnaden,91.0,1963
15399,Nattvardsgästerna,81.0,1963
15400,Såsom i en spegel,89.0,1961
15402,Monterey Pop,78.0,1968
15404,無間道,101.0,2002
15409,Robot Jox,85.0,1989
15413,Death Race 2000,80.0,1975
15416,Harper,121.0,1966
15421,I Kina spiser de hunde,91.0,1999
15433,Delta Force 2: The Colombian Connection,111.0,1990
15441,Arven,116.0,2003
15445,DEAD OR ALIVE 犯罪者,105.0,1999
15449,L'avventura,143.0,1960
15457,Die 1000 Augen des Dr. Mabuse,99.0,1960
15484,Totally Fucked Up,78.0,1993
15486,Rupan sansei: Kariosutoro no shiro,110.0,1979
15489,Citizen Toxie: The Toxic Avenger IV,109.0,2001
15491,Grey Gardens,100.0,1975
15492,Shrek 2,93.0,2004
15507,Harry Potter and the Prisoner of Azkaban,141.0,2004
15525,The Chronicles of Riddick,119.0,2004
15529,Garfield,80.0,2004
15538,Police Academy: Mission to Moscow,83.0,1994
15540,The Adventures of Sherlock Holmes,85.0,1939
15543,The Hound of the Baskervilles,80.0,1939
15547,Super Size Me,100.0,2004
15550,The Born Losers,113.0,1967
15556,人間の條件　第１部純愛篇／第２部激怒篇,208.0,1959
15568,ゴジラ対メカゴジラ,84.0,1974
15574,The Hitcher,97.0,1986
15583,"Now You See Him, Now You Don't",88.0,1972
15585,The Philadelphia Experiment,102.0,1984
15588,Revenge of the Pink Panther,104.0,1978
15652,Taxi,86.0,1998
15724,Taxi 3,82.0,2003
15726,Lassie Come Home,88.0,1943
15729,Spider-Man 2,127.0,2004
15756,Before Sunset,80.0,2004
15768,Anchorman: The Legend of Ron Burgundy,94.0,2004
15769,A Cinderella Story,95.0,2004
15793,Potop,315.0,1974
15802,The Bourne Supremacy,108.0,2004
15922,Guns of the Magnificent Seven,105.0,1969
15938,The Magnificent Seven Ride!,100.0,1972
15942,Terror by Night,60.0,1946
15946,Sherlock Holmes and the Secret Weapon,68.0,1942
15964,The Woman in Green,68.0,1945
15968,Dressed to Kill,72.0,1946
15972,Thunderbirds are GO,93.0,1966
15980,Thunderbird 6,89.0,1968
15988,PTU,88.0,2003
15994,Harold & Kumar Go to White Castle,88.0,2004
15998,The Princess Diaries 2: Royal Engagement,113.0,2004
16002,AVP: Alien vs. Predator,101.0,2004
16332,Without a Paddle,95.0,2004
16340,Exorcist: The Beginning,114.0,2004
16346,The Sting II,102.0,1983
16352,Benji: Off the Leash!,97.0,2004
16354,Anacondas: The Hunt for the Blood Orchid,97.0,2004
16374,The Mangler,106.0,1995
16380,Night of the Demons,90.0,1988
16386,Witchboard,98.0,1986
16388,Resident Evil: Apocalypse,94.0,2004
16418,Class of Nuke 'Em High 2: Subhumanoid Meltdown,90.0,1991
16421,Basket Case 3,90.0,1992
16422,Basket Case 2,90.0,1990
16423,Epidemic,106.0,1987
16431,It's Alive,91.0,1974
16433,The Grudge,92.0,2004
16493,Saw,103.0,2004
16505,The Incredibles,115.0,2004
16521,Seed of Chucky,87.0,2004
16527,Bridget Jones: The Edge of Reason,108.0,2004
16707,National Treasure,131.0,2004
16755,The SpongeBob SquarePants Movie,87.0,2004
16764,Ocean's Twelve,125.0,2004
16814,Blade: Trinity,123.0,2004
16886,That's Entertainment!,135.0,1974
16889,"That's Entertainment, Part II",126.0,1976
16892,That's Entertainment! III,113.0,1994
16898,The Invisible Man Returns,81.0,1940
16903,The Unknown,63.0,1927
16906,The Son of Kong,70.0,1933
16914,Werewolf of London,75.0,1935
16923,Topper,97.0,1937
16926,Why We Fight: Prelude to War,53.0,1942
16929,The Curse of the Cat People,70.0,1944
16931,Иван Грозный,103.0,1945
16935,Road to Rio,100.0,1947
16938,Orphée,95.0,1950
16944,King Solomon's Mines,103.0,1950
16947,Son of Paleface,95.0,1952
16950,The Belles of St. Trinian's,91.0,1954
16951,宮本武蔵,93.0,1954
16954,続宮本武蔵　一乗寺の決闘,103.0,1955
16957,宮本武蔵完結編　決闘巌流島,105.0,1956
16962,人間の條件　第３部望郷篇／第４部戦雲篇,181.0,1959
16971,人間の條件　完結篇,191.0,1961
16989,L'eclisse,126.0,1962
17025,Dracula: Prince of Darkness,90.0,1966
17027,Astérix le Gaulois,68.0,1967
17043,Astérix et Cléopâtre,72.0,1968
17059,Dracula Has Risen from the Grave,92.0,1968
17061,Taste the Blood of Dracula,95.0,1970
17062,Gamera tai Daimaju Jaiga,83.0,1970
17065,Lo chiamavano Trinità...,106.0,1970
17068,Scars of Dracula,96.0,1970
