,titulo_original,duracion,año_realizacion
51858,Johan Falk: Organizatsija Karayan,97.0,2012
51864,Johan Falk: Barninfiltratören,93.0,2012
51867,Johan Falk: Alla råns moder,97.0,2012
51873,Johan Falk: Spelets regler,99.0,2012
51879,Johan Falk: Leo Gaut,92.0,2009
51881,Johan Falk: National Target,95.0,2009
51905,"Fjällbackamorden 02 - Havet ger, Havet tar",90.0,2013
51907,THE HIDDEN CHILD,105.0,2013
51909,Fjällbackamorden 04 - Ljusets drottning,90.0,2013
51911,Fjällbackamorden 05 - Vänner för livet,90.0,2013
51913,Fjällbackamorden 06 - I betraktarens öga,90.0,2012
51916,Fjällbackamorden 03 - Strandridaren,90.0,2013
51918,ABCs of Death 2.5,85.0,2016
51919,Klovn forever,99.0,2015
51925,Mechanic: Resurrection,99.0,2016
52033,Sniper: Ghost Shooter,100.0,2016
52036,Love's Long Journey,88.0,2005
52040,Love's Unending Legacy,84.0,2007
52042,Love's Unfolding Dream,87.0,2007
52057,Love Takes Wing,88.0,2009
52059,Love Finds A Home,88.0,2009
52063,Love Begins,0.0,2011
52066,Love's Everlasting Courage,89.0,2011
52069,Flaskepost fra P,112.0,2016
52081,劇場版カードキャプターさくら,81.0,1999
52096,Bridget Jones's Baby,123.0,2016
52116,High Strung,96.0,2016
52134,God's Not Dead 2,121.0,2016
52135,हाउसफुल 3,140.0,2016
52137,귀향,127.0,2016
52143,Quando le donne avevano la coda,0.0,1970
52146,रेस 2,150.0,2013
52152,Eccezzziunale... veramente,98.0,1982
52153,Hundarna i Riga,106.0,1995
52185,Polis polis potatismos,91.0,1993
52195,傷物語　第一部〈Ⅰ鉄血篇〉,64.0,2016
52198,Break Blade 1: Kakusei no Toki,51.0,2010
52204,Break Blade 3: Kyoujin no Ato,50.0,2010
52207,Break Blade 2: Ketsubetsu no Michi,50.0,2010
52210,Break Blade 4: Sanka no Chi,50.0,2010
52219,Break Blade 5: Shisen no Hate,50.0,2011
52222,Break Blade 6: Doukoku no Toride,50.0,2011
52225,Hard Target 2,104.0,2016
52229,Honey 3: Dare to Dance,97.0,2016
52241,Винни-Пух,11.0,1969
52243,সোনার কেল্লা,120.0,1974
52244,ストリートファイターIV 新たなる絆,65.0,2009
52246,Винни-Пух идет в гости,10.0,1971
52248,Davy Crockett and the River Pirates,81.0,1956
52252,The Falcon Takes Over,65.0,1942
52254,Torchy Blane in Panama,59.0,1938
52258,Dhamaal,135.0,2007
52259,Ripoux contre Ripoux,107.0,1990
52267,Ripoux 3,105.0,2003
52268,Винни-Пух и день забот,21.0,1972
52270,हाउसफुल,135.0,2010
52273,Batman Unlimited: Mechs vs. Mutants,72.0,2016
52274,Birdemic 2: The Resurrection,82.0,2013
52282,അക്കരെയക്കരെയക്കരെ,150.0,1990
52283,The Legend of Nigger Charley,98.0,1972
52286,The Amityville Terror,84.0,2016
52289,The Work and the Glory,110.0,2004
52291,The Work and the Glory II: American Zion,100.0,2005
52292,The Work and the Glory III: A House Divided,89.0,2006
52293,DC Super Hero Girls: Hero of the Year,72.0,2016
52294,Espace détente,102.0,2005
52298,Mostly Ghostly 3: One Night in Doom House,89.0,2016
52304,Rampage: Capital Punishment,93.0,2014
52322,Rampage: President Down,0.0,2016
52328,Steiner - Das Eiserne Kreuz Teil II,111.0,1979
52332,Shiloh 2: Shiloh Season,96.0,1999
52340,Blair Witch,90.0,2016
52360,Kickboxer: Vengeance,90.0,2016
52368,20世紀少年< 第２章>最後の希望,0.0,2009
52371,20世紀少年 ぼくらの旗,156.0,2009
52374,Gumball 3000: The Movie,98.0,2003
52378,Paranormal Entity,88.0,2009
52381,０課の女　赤い手錠,88.0,1974
52385,Twitches,86.0,2005
52395,The Curse of Robert the Doll,90.0,2016
52396,Blue Crush 2,113.0,2011
52406,Maigret Sets a Trap,120.0,2016
52412,Otroki vo Vselennoy,80.0,1975
52416,"Signed, Sealed, Delivered: Truth Be Told",84.0,2015
52417,"Signed, Sealed, Delivered: The Impossible Dream",84.0,2015
52420,"Signed, Sealed, Delivered: From Paris With Love",84.0,2015
52426,"Murder, She Baked: A Deadly Recipe",84.0,2016
52428,The Cheetah Girls 2,96.0,2006
52448,Teen Beach 2,104.0,2015
52454,"Signed, Sealed, Delivered: From the Heart",85.0,2016
52460,The Cheetah Girls,100.0,2003
52470,The Wizards Return: Alex vs. Alex,60.0,2013
52476,"Signed, Sealed, Delivered: One in a Million",84.0,2016
52482,"Signed, Sealed, Delivered for Christmas",84.0,2014
52486,Parent Trap III,86.0,1989
52490,Annie: A Royal Adventure,92.0,1995
52492,"Signed, Sealed, Delivered",120.0,2013
52500,"Signed, Sealed, Delivered: Lost Without You",84.0,2016
52503,Honey 2,110.0,2011
52515,"Murder, She Baked: A Peach Cobbler Mystery",84.0,2016
52517,Felicity: An American Girl Adventure,86.0,2005
52521,An American Girl: Chrissa Stands Strong,91.0,2009
52523,Samantha: An American Girl Holiday,86.0,2004
52525,Isabelle Dances Into the Spotlight,99.0,2014
52527,Molly: An American Girl on the Home Front,85.0,2006
52545,Beyond Witch Mountain,60.0,1982
52547,A Cinderella Story: If the Shoe Fits,92.0,2016
52555,おまえうまそうだな,89.0,2010
52558,Phantasm: Ravager,87.0,2016
52561,Autumn in the Vineyard,84.0,2016
52563,Inferno,121.0,2016
52573,Ouija: Origin of Evil,99.0,2016
52583,식객,113.0,2007
52586,식객 : 김치전쟁,119.0,2010
52589,LEGO DC Comics Super Heroes: Batman: Be-Leaguered,22.0,2014
52593,Avenging Angel,93.0,1985
52597,The Invisible Man's Revenge,78.0,1944
52599,Center Stage: On Pointe,0.0,2016
52602,Death Al Dente: A Gourmet Detective Mystery,84.0,2016
52606,Gourmet Detective,84.0,2015
52608,Gourmet Detective: A Healthy Place to Die,84.0,2015
52616,Jack Reacher: Never Go Back,118.0,2016
52626,Trancers 6: Life After Deth,85.0,2002
52630,"Initiation: Silent Night, Deadly Night 4",90.0,1990
52631,Nitro,90.0,2006
52632,Bad Santa 2,87.0,2016
52641,Flatland,36.0,2007
52643,「無頼」より 大幹部,93.0,1968
52647,Daikanbu - burai,97.0,1968
52651,Burai hijô,92.0,1968
52655,Burai hitokiri Gorō,87.0,1968
52659,Burai kurodosu,86.0,1968
52663,Burai barase!,85.0,1969
52667,Иван Царевич и Серый Волк,75.0,2011
52669,Иван Царевич и Серый Волк 2,85.0,2013
52672,Иван Царевич и Серый Волк 3,76.0,2016
52675,Алеша Попович и Тугарин Змей,72.0,2004
52678,Добрыня Никитич и Змей Горыныч,65.0,2006
52683,Малыш и Карлсон,19.0,1968
52686,Saphirblau,116.0,2014
52701,The Vengeance of She,97.0,1968
52705,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,78.0,2016
52708,Ayn Rand & the Prophecy of Atlas Shrugged,87.0,2011
52709,Rogue One: A Star Wars Story,133.0,2016
52724,Underworld: Blood Wars,91.0,2016
52760,The Gamers: Natural One,29.0,2014
52762,Wild Things: Foursome,92.0,2010
52768,Hobgoblins,92.0,1988
52773,Mandıra Filozofu,0.0,2014
52774,Dügün Dernek 2: Sünnet,0.0,2015
52775,Sağ Salim,0.0,2012
52776,Se Eu Fosse Você 2,96.0,2009
52779,Vai Que Dá Certo,87.0,2013
52780,Три богатыря на дальних берегах,65.0,2012
52781,Три богатыря: Ход конем,75.0,2015
52785,Три богатыря и Шамаханская царица,73.0,2010
52789,El pico,105.0,1983
52790,Olsen Banden på dybt vand,80.0,2013
52793,Klassefesten 2 - begravelsen,95.0,2014
52794,Krummerne,86.0,1991
52796,George Carlin: Complaints & Grievances,56.0,2001
52799,Mower Minions,4.0,2016
52801,Poison Ivy: The Secret Society,95.0,2008
52837,Снежная королева 3. Огонь и лед,80.0,2016
52840,殭屍家族,89.0,1986
52843,xXx: Return of Xander Cage,107.0,2017
52858,The Lego Batman Movie,104.0,2017
52928,Trailer Park Boys: Say Goodnight to the Bad Guys,60.0,2008
52929,Death Race 2050,93.0,2017
52935,ワンピース　フィルム GOLD,120.0,2016
52951,Lea to the Rescue,0.0,2016
52954,The Good Witch's Garden,85.0,2009
52974,The Good Witch's Gift,84.0,2010
52980,Rings,102.0,2017
52985,The Secret of Blood Island,84.0,1964
52987,Beck 06 - Monstret,90.0,1998
52988,傷物語　第二部〈Ⅱ熱血篇〉,68.0,2016
52991,Звeнигopа,90.0,1928
52993,傷物語〈Ⅲ冷血篇〉,82.0,2017
52996,Minha Mãe é Uma Peça 2,96.0,2016
52997,Maigret's Dead Man,93.0,2016
53015,John Wick: Chapter 2,122.0,2017
53033,Logan,137.0,2017
53057,T2 Trainspotting,117.0,2017
53081,George Carlin: Playin' with Your Head,58.0,1986
53087,The Howling: New Moon Rising,90.0,1995
53089,Resident Evil: The Final Chapter,107.0,2016
53137,Stick Man,27.0,2016
53139,Fifty Shades Darker,118.0,2017
53143,Tung ngaan,97.0,2010
53149,Bad Kids of Crestview Academy,100.0,2017
53159,Børning 2,98.0,2016
53163,The Escape,13.0,2016
53165,Boys Love Gekijouban,117.0,2007
53167,まほろ駅前多田便利軒,123.0,2011
53168,Der Bockerer,104.0,1981
53170,Tokugawa onna keibatsu-shi,85.0,1968
53171,真救世主伝説 北斗の拳 ラオウ伝 殉愛の章,95.0,2006
53173,真救世主伝説 北斗の拳 ユリア伝,0.0,2007
53175,真救世主伝説 北斗の拳 ラオウ伝 激闘の章,95.0,2007
53177,真救世主伝説 北斗の拳 トキ伝,60.0,2008
53179,真救世主伝説 北斗の拳 ケンシロウ伝,83.0,2008
53181,聖闘士星矢 天界編 序奏 ~overture~,83.0,2004
53183,聖闘士星矢,46.0,1987
53186,聖闘士星矢 神々の熱き戦い,46.0,1988
53189,聖闘士星矢 真紅の少年伝説,75.0,1988
53192,聖闘士星矢 最終聖戦の戦士たち,45.0,1989
53195,Miles Jupp: Is The Chap You're Thinking Of,102.0,2015
53196,Alan Davies: Live at the Lyric,63.0,1994
53197,"Al Murray, The Pub Landlord - Glass of White Wine for the Lady",64.0,2004
53198,John Pinette: I Say Nay Nay,60.0,2005
53199,John Pinette: I'm Starvin'!,73.0,2007
53200,The Stakelander,85.0,2016
53206,深夜食堂,119.0,2014
53207,Fists of Iron,94.0,1995
53208,Tainá: Uma Aventura na Amazônia,90.0,2001
53214,Şevkat Yerimdar,,2013
53216,Zipi y Zape y la isla del capitán,105.0,2016
53226,Guyver: Dark Hero,127.0,1994
53227,2 Lava 2 Lantula!,85.0,2016
53236,Alien: Covenant,122.0,2017
53296,Un éléphant ça trompe énormément,105.0,1976
53298,リトルウィッチアカデミア 魔法仕掛けのパレード,55.0,2015
53306,Sleepaway Camp II: Unhappy Campers,80.0,1988
53308,Timecop 2: The Berlin Decision,81.0,2003
53314,Epoch: Evolution,94.0,2003
53317,Epoch,96.0,2001
53319,Wallace & Gromit's Cracking Contraptions,17.0,2002
53321,Darkman III: Die Darkman Die,87.0,1996
53324,The Gingerdead Man,70.0,2005
53333,Inspector Gadget 2,89.0,2003
53341,Species: The Awakening,98.0,2007
53347,Species III,111.0,2004
53353,Lilo & Stitch 2: Stitch has a Glitch,68.0,2005
53356,Ultimate Avengers 2,73.0,2006
53364,The Sandlot 2,97.0,2005
53372,Hercules,98.0,1983
53420,Eating Out,90.0,2004
53421,Eating Out 2: Sloppy Seconds,79.0,2006
53425,Eating Out: All You Can Eat,80.0,2009
53426,Aurélie Laflamme: Les pieds sur terre,0.0,2015
53427,"Nativity 3: Dude, Where's My Donkey?!",109.0,2014
53428,ДМБ,85.0,2000
53429,Бой с Тенью,126.0,2005
53430,Smurfs: The Lost Village,89.0,2017
53454,Born to Race: Fast Track,94.0,2014
53457,Hornblower: Loyalty,125.0,2003
53460,Teen Titans: The Judas Contract,84.0,2017
53469,Beware! The Blob,91.0,1972
53472,Diary of a Wimpy Kid: The Long Haul,91.0,2017
53474,The Fate of the Furious,136.0,2017
53483,The Swan Princess Christmas,90.0,2012
53492,Fantozzi Contro Tutti,0.0,1980
53494,L'allenatore nel pallone,98.0,1984
53495,Fantozzi,108.0,1975
53496,Cars 3,109.0,2017
53504,バイオハザード ヴェンデッタ,97.0,2017
53564,Boyka: Undisputed IV,87.0,2016
53567,The Marine 5: Battleground,0.0,2017
53568,ルパン三世 バイバイ・リバティー危機一発！,97.0,1989
53572,ギニーピッグ 悪魔の実験,43.0,1985
53573,I 2 soliti idioti,98.0,2012
53577,Bloodfight,100.0,1989
53578,Circuitry Man,93.0,1990
53580,George Carlin: On Location at Phoenix,82.0,1978
53583,George Carlin: Carlin at Carnegie,59.0,1982
53589,George Carlin - On Location at USC,85.0,1977
53592,George Carlin: Doin' it Again,60.0,1990
53595,Carlin on Campus,59.0,1984
53601,George Carlin: What Am I Doing in New Jersey?,59.0,1988
53607,Mythica: The Godslayer,118.0,2016
53613,Shake! Otis at Monterey,19.0,1987
53617,The Trip to Spain,115.0,2017
53621,5 แพร่ง,125.0,2009
53623,Çalgı Çengi,0.0,2011
53624,Eyyvah Eyvah,0.0,2010
53625,Romantik Komedi,0.0,2010
53626,Revenge of the Creature,82.0,1955
53628,Ёлки 5,88.0,2016
53629,Samyy Luchshiy Film 3-DE,102.0,2011
53630,Одноклассницы,80.0,2016
53632,The Hidden II,91.0,1993
53635,A Few Less Men,96.0,2017
53636,Baahubali 2: The Conclusion,161.0,2017
53644,Binky Nelson Unpacified,4.0,2015
53646,Ирония судьбы. Продолжение,125.0,2007
53649,Самый лучший фильм,105.0,2008
53650,Munna Bhai M.B.B.S.,135.0,2003
53651,Amityville: The Awakening,85.0,2017
53657,Outpost: Rise of the Spetsnaz,87.0,2013
53660,3D肉蒲團之極樂寶鑑,118.0,2011
53662,100 Women,98.0,2002
53664,Monster High: Electrified,72.0,2017
53666,"Monster High: Boo York, Boo York",72.0,2015
53668,Monster High: 13 Wishes,73.0,2013
53672,Monster High: Welcome to Monster High,73.0,2016
53674,Monster High: Haunted,75.0,2015
53677,Monster High: Fright On!,0.0,2011
53680,Monster High: Freaky Fusion,0.0,2014
53681,Monster High: Friday Night Frights,46.0,2013
53683,"Monster High: Frights, Camera, Action!",72.0,2014
53686,Monster High: Escape from Skull Shores,45.0,2012
53689,Monster High: Why Do Ghouls Fall in Love?,45.0,2011
53691,Monster High: Ghouls Rule,70.0,2012
53693,Мамы,102.0,2012
53697,Vsyo Vklyucheno 2,95.0,2013
53698,Walking Tall: Lone Justice,95.0,2007
53702,Любовь в большом городе  3,79.0,2013
53704,Коля - перекати поле,93.0,2005
53706,Облако-рай,76.0,1990
53708,Snow,120.0,2004
53710,Still Not Quite Human,84.0,1992
53711,Ski School 2,92.0,1994
53713,Not Quite Human,97.0,1987
53719,Not Quite Human II,91.0,1989
53720,George of the Jungle 2,87.0,2003
53726,The Dukes of Hazzard: The Beginning,95.0,2007
53729,A,136.0,1998
53731,A2,131.0,2001
53733,Бой с тенью 2: Реванш,135.0,2007
53734,Статский советник,134.0,2005
53738,Тёмный мир: Равновесие,95.0,2013
53740,Casper: A Spirited Beginning,90.0,1997
53742,Na Igre 2. Novyy Uroven,0.0,2010
53744,My Iz Budushchego 2,101.0,2010
53748,Любовь-морковь 2,100.0,2008
53752,Lyubov V Bolshom Gorode 2,93.0,2010
53756,Na Igre,97.0,2009
53758,Du shen,126.0,1989
53764,Pitbull. Niebezpieczne kobiety,135.0,2016
53767,Psy,104.0,1992
53768,Psy II: Ostatnia krew,100.0,1994
53770,Despicable Me 3,96.0,2017
53775,Карлсон вернулся,20.0,1970
53778,Каникулы в Простоквашино,18.0,1980
53779,Зима в Простоквашино,16.0,1984
53780,Особенности национальной охоты в зимний период,100.0,2000
53782,Никто не знает про секс,95.0,2006
53783,リトル・フォレスト 夏・秋,111.0,2014
53784,劇場版BLEACH The DiamondDust Rebellion もう一つの氷輪丸,95.0,2007
53788,Антикиллер 2: Антитеррор,125.0,2003
53789,Антикиллер Д.К.: Любовь без памяти,91.0,2009
53791,Особенности национальной подледной ловли или Отрыв по полной,76.0,2007
53792,Бумер. Фильм второй,115.0,2006
53796,Особенности национальной политики,86.0,2003
53797,Paragraf 78 - Film Pervyy,88.0,2007
53803,Любовь-морковь,100.0,2007
53805,Маугли. Похищение,0.0,1968
53808,"All inclusive, или Всё включено",93.0,2011
53810,The Amazing Colossal Man,80.0,1957
53811,Maigrets Night at the Crossroads,88.0,2017
53815,War for the Planet of the Apes,140.0,2017
53821,La Tour Montparnasse Infernale,92.0,2001
53822,銀河英雄伝説外伝／新たなる戦いの序曲（オーヴァチュア）,90.0,1993
53824,Macskafogó,96.0,1986
53826,Sharpe's Rifles,102.0,1993
53898,Nemesis,94.0,1992
53910,Superfantozzi,92.0,1986
53911,Doktor Aybolit,66.0,1984
53923,Il secondo tragico Fantozzi,110.0,1976
53924,Schulmädchen-Report: Was Eltern nicht für möglich halten,90.0,1970
53925,Adventures Of A Taxi Driver,89.0,1976
53926,The Chronicles of Riddick: Dark Fury,34.0,2004
53934,エクスマキナ,105.0,2007
53962,Kortik,210.0,1973
53966,ДухLess 2,0.0,2015
53968,Aniskin i Fantomas,129.0,1974
53972,Зимняя вишня,91.0,1985
53975,Dragonheart: Battle for the Heartfire,98.0,2017
53976,Sinbad il marinaio,116.0,1947
53977,銀河英雄伝説外伝 黄金の翼,59.0,1992
53978,Goon: Last of the Enforcers,101.0,2017
53979,Les Ripoux,107.0,1984
53980,La legge è legge,97.0,1958
53992,Soldat Ivan Brovkin,93.0,1955
53994,Frosty's Winter Wonderland,25.0,1976
53995,Air Bud: Spikes Back,87.0,2003
53997,Air Bud 3: World Pup,83.0,2001
54003,Tarzan & Jane,75.0,2002
54007,劇場版ポケットモンスター アドバンスジェネレーション 裂空の訪問者 デオキシス,98.0,2004
54055,Transformers: The Last Knight,149.0,2017
54071,Тёмный мир,100.0,2010
54074,Что творят мужчины! 2,90.0,2015
54075,"С новым годом, мамы!",90.0,2012
54077,Ёлки 1914,0.0,2014
54078,Что творят мужчины!,87.0,2013
54079,Yolki 3,97.0,2013
54080,Любовь-морковь 3,94.0,2011
54082,Kocan Kadar Konuş,108.0,2015
54084,Il compagno Don Camillo,95.0,1965
54111,Gor,94.0,1987
54119,攻殻機動隊ＡＲＩＳＥ PYROPHORIC CULT,46.0,2015
54134,San Giovanni decollato,0.0,1940
54135,I due orfanelli,0.0,1947
54136,"Totò, Peppino e la Dolce Vita",90.0,1961
54138,Un turco napoletano,90.0,1953
54141,Totò Sceicco,,1950
54142,Batman Beyond: The Movie,132.0,1999
54148,Jesus,240.0,1999
54268,"Hailey Dean Mystery: Murder, With Love",90.0,2016
54270,The Gnomes' Great Adventure,75.0,1987
54272,Bon Cop Bad Cop 2,0.0,2017
54284,Крокодил Гена,20.0,1969
54286,Sniper 3,97.0,2004
54292,По следам бременских музыкантов,18.0,1973
54295,Banana,4.0,2010
54307,Brice 3,95.0,2016
54311,S.W.A.T.: Under Siege,89.0,2017
54314,L'Élève Ducobu,0.0,2011
54315,Schulmädchen-Report 5. Teil: Was Eltern wirklich wissen sollten,86.0,1973
54317,Schulmädchen-Report 4. Teil: Was Eltern oft verzweifeln läßt,88.0,1972
54319,Der neue Schulmädchen-Report 2. Teil: Was Eltern den Schlaf raubt,91.0,1971
54320,Schulmädchen-Report 3. Teil: Was Eltern nicht mal ahnen,97.0,1972
54322,Pippi Långstrump,100.0,1969
54326,Descendants 2,111.0,2017
54332,Akademia Pana Kleksa,166.0,1984
54336,Pan Kleks w kosmosie,148.0,1988
54348,Les Visiteurs: La Révolution,110.0,2016
54349,Frankenstein Created Woman,92.0,1967
54351,Follow That Camel,95.0,1967
54353,Carry On Camping,88.0,1969
54354,Carry On England,89.0,1976
54355,LEGO DC Super Hero Girls: Brain Drain,0.0,2017
54358,火燒紅蓮寺之鴛鴦劍俠,88.0,1965
