,pelicula_id,puesto,crew_nombre,franquicia,compañia,pais,presupuesto_y,idioma_original,titulo_original,fecha_realizacion,recaudacion_y,duracion,año_realizacion,ganancia
51393263,49538,Director,Matthew Vaughn,X-Men Collection,Twentieth Century Fox Film Corporation,United States of America,160000000.0,en,X-Men: First Class,2011-05-24,353624124.0,132.0,2011,2.210150775
51393264,49538,Director,Matthew Vaughn,X-Men Collection,Donners' Company,United States of America,160000000.0,en,X-Men: First Class,2011-05-24,353624124.0,132.0,2011,2.210150775
51393265,49538,Director,Matthew Vaughn,X-Men Collection,Dune Entertainment,United States of America,160000000.0,en,X-Men: First Class,2011-05-24,353624124.0,132.0,2011,2.210150775
51393266,49538,Director,Matthew Vaughn,X-Men Collection,Dune Entertainment III,United States of America,160000000.0,en,X-Men: First Class,2011-05-24,353624124.0,132.0,2011,2.210150775
51393267,49538,Director,Matthew Vaughn,X-Men Collection,Marvel Entertainment,United States of America,160000000.0,en,X-Men: First Class,2011-05-24,353624124.0,132.0,2011,2.210150775
51393268,49538,Director,Matthew Vaughn,X-Men Collection,Bad Hat Harry Productions,United States of America,160000000.0,en,X-Men: First Class,2011-05-24,353624124.0,132.0,2011,2.210150775
51393269,49538,Director,Matthew Vaughn,X-Men Collection,Big Screen Productions,United States of America,160000000.0,en,X-Men: First Class,2011-05-24,353624124.0,132.0,2011,2.210150775
51423150,50507,Director,Billy Chan,The Gods Must Be Crazy Collection,Win's Movie Productions Ltd.,Hong Kong,0.0,en,Fei zhou he shang,1991-07-05,0.0,96.0,1991,0.0
51423151,50507,Director,Billy Chan,The Gods Must Be Crazy Collection,"Samico Films Production Co., Ltd.",Hong Kong,0.0,en,Fei zhou he shang,1991-07-05,0.0,96.0,1991,0.0
51423152,50507,Director,Billy Chan,The Gods Must Be Crazy Collection,Golden Harvest Productions,Hong Kong,0.0,en,Fei zhou he shang,1991-07-05,0.0,96.0,1991,0.0
51423618,55763,Director,Ere Kokkonen,Vääpeli Körmy - Collection,,,0.0,fi,Vääpeli Körmy - Taisteluni,1994-09-16,0.0,0.0,1994,0.0
51423625,15766,Director,Ishirô Honda,Godzilla (Showa) Collection,Toho Company,Japan,0.0,ja,三大怪獣　地球最大の決戦,1964-12-20,0.0,92.0,1964,0.0
51423985,55761,Director,Ere Kokkonen,Vääpeli Körmy - Collection,,,0.0,fi,Vääpeli Körmy ja etelän hetelmät,1992-10-09,0.0,0.0,1992,0.0
51423996,56272,Director,Sebastian Gutierrez,Elektra Luxx Collection,Gato Negro Films,United States of America,0.0,en,Elektra Luxx,2010-03-14,10.0,98.0,2010,inf
51424158,13378,Director,Matthew O'Callaghan,Mickey's Upon a Christmas Collection,Walt Disney Pictures,United States of America,0.0,en,Mickey's Twice Upon a Christmas,2004-01-01,0.0,68.0,2004,0.0
51424159,13378,Director,Matthew O'Callaghan,Mickey's Upon a Christmas Collection,DisneyToon Studios,United States of America,0.0,en,Mickey's Twice Upon a Christmas,2004-01-01,0.0,68.0,2004,0.0
51424162,13378,Director,Theresa Cullen,Mickey's Upon a Christmas Collection,Walt Disney Pictures,United States of America,0.0,en,Mickey's Twice Upon a Christmas,2004-01-01,0.0,68.0,2004,0.0
51424163,13378,Director,Theresa Cullen,Mickey's Upon a Christmas Collection,DisneyToon Studios,United States of America,0.0,en,Mickey's Twice Upon a Christmas,2004-01-01,0.0,68.0,2004,0.0
51424166,13378,Director,Carole Holliday,Mickey's Upon a Christmas Collection,Walt Disney Pictures,United States of America,0.0,en,Mickey's Twice Upon a Christmas,2004-01-01,0.0,68.0,2004,0.0
51424167,13378,Director,Carole Holliday,Mickey's Upon a Christmas Collection,DisneyToon Studios,United States of America,0.0,en,Mickey's Twice Upon a Christmas,2004-01-01,0.0,68.0,2004,0.0
51424974,35688,Director,Tyler Perry,Why Did I Get Married Collection,Lions Gate Films,United States of America,20000000.0,en,Why Did I Get Married Too?,2010-04-02,60072596.0,121.0,2010,3.0036298
51424975,35688,Director,Tyler Perry,Why Did I Get Married Collection,The Tyler Perry Company,United States of America,20000000.0,en,Why Did I Get Married Too?,2010-04-02,60072596.0,121.0,2010,3.0036298
51425134,38356,Director,Michael Bay,Transformers Collection,Paramount Pictures,United States of America,195000000.0,en,Transformers: Dark of the Moon,2011-06-28,1123746996.0,154.0,2011,5.762805107692308
51425135,38356,Director,Michael Bay,Transformers Collection,Di Bonaventura Pictures,United States of America,195000000.0,en,Transformers: Dark of the Moon,2011-06-28,1123746996.0,154.0,2011,5.762805107692308
51425136,38356,Director,Michael Bay,Transformers Collection,Indochina Productions,United States of America,195000000.0,en,Transformers: Dark of the Moon,2011-06-28,1123746996.0,154.0,2011,5.762805107692308
51425137,38356,Director,Michael Bay,Transformers Collection,Hasbro Studios,United States of America,195000000.0,en,Transformers: Dark of the Moon,2011-06-28,1123746996.0,154.0,2011,5.762805107692308
51430894,18928,Director,Sergio Sollima,Trilogía Sollima,Chretien,Italy,0.0,it,Corri uomo corri,1968-08-29,0.0,120.0,1968,0.0
51430895,18928,Director,Sergio Sollima,Trilogía Sollima,Chretien,France,0.0,it,Corri uomo corri,1968-08-29,0.0,120.0,1968,0.0
51430896,18928,Director,Sergio Sollima,Trilogía Sollima,Mancori,Italy,0.0,it,Corri uomo corri,1968-08-29,0.0,120.0,1968,0.0
51430897,18928,Director,Sergio Sollima,Trilogía Sollima,Mancori,France,0.0,it,Corri uomo corri,1968-08-29,0.0,120.0,1968,0.0
51431598,55754,Director,Ere Kokkonen,Vääpeli Körmy - Collection,,,0.0,fi,Vääpeli Körmy ja vetenalaiset vehkeet,1991-10-18,0.0,,1991,0.0
51431609,61546,Director,Nick Grinde,Philo Vance Collection,Metro-Goldwyn-Mayer (MGM),United States of America,0.0,en,The Bishop Murder Case,1930-01-03,0.0,88.0,1930,0.0
51431610,61546,Director,David Burton,Philo Vance Collection,Metro-Goldwyn-Mayer (MGM),United States of America,0.0,en,The Bishop Murder Case,1930-01-03,0.0,88.0,1930,0.0
51431639,55756,Director,Ere Kokkonen,Vääpeli Körmy - Collection,National Filmi Oy,Finland,0.0,fi,Vääpeli Körmy ja marsalkan sauva,1990-11-02,0.0,111.0,1990,0.0
51431654,55759,Director,Ere Kokkonen,Vääpeli Körmy - Collection,,Finland,0.0,fi,Vääpeli Körmy ja kahtesti laukeava,1997-08-15,0.0,103.0,1997,0.0
51431669,73884,Director,Toe Yuen,McDull Collection,,Hong Kong,0.0,zh,麥兜故事,2001-12-15,0.0,75.0,2001,0.0
51431741,51540,Director,Seth Gordon,Horrible Bosses Collection,New Line Cinema,United States of America,35000000.0,en,Horrible Bosses,2011-07-08,117000000.0,98.0,2011,3.342857142857143
51431742,51540,Director,Seth Gordon,Horrible Bosses Collection,Rat Entertainment,United States of America,35000000.0,en,Horrible Bosses,2011-07-08,117000000.0,98.0,2011,3.342857142857143
51432061,49013,Director,John Lasseter,Cars Collection,Walt Disney Pictures,United States of America,200000000.0,en,Cars 2,2011-06-11,559852396.0,106.0,2011,2.79926198
51432062,49013,Director,John Lasseter,Cars Collection,Pixar Animation Studios,United States of America,200000000.0,en,Cars 2,2011-06-11,559852396.0,106.0,2011,2.79926198
51432069,49013,Director,Brad Lewis,Cars Collection,Walt Disney Pictures,United States of America,200000000.0,en,Cars 2,2011-06-11,559852396.0,106.0,2011,2.79926198
51432070,49013,Director,Brad Lewis,Cars Collection,Pixar Animation Studios,United States of America,200000000.0,en,Cars 2,2011-06-11,559852396.0,106.0,2011,2.79926198
51438077,45690,Director,Vilgot Sjöman,I Am Curious Collection,Sandrews,Sweden,0.0,sv,Jag är nyfiken - en film i blått,1968-03-11,0.0,107.0,1968,0.0
51438097,96105,Director,Robert Veze,Bikini Summer Collection,PM Entertainment Group,United States of America,0.0,en,Bikini Summer,1991-01-01,0.0,87.0,1991,0.0
51438110,68029,Director,Indra Kumar,Dhamaal Collection,Maruti International,India,0.0,hi,Double Dhamaal,2011-06-24,0.0,0.0,2011,0.0
51438111,68029,Director,Indra Kumar,Dhamaal Collection,Reliance BIG Entertainment,India,0.0,hi,Double Dhamaal,2011-06-24,0.0,0.0,2011,0.0
51438270,71982,Director,Joseph Sargent,Lonesome Dove Collection,RHI Entertainment,United States of America,0.0,en,Streets of Laredo,1995-11-12,0.0,300.0,1995,0.0
51438271,71982,Director,Joseph Sargent,Lonesome Dove Collection,De Passe Entertainment,United States of America,0.0,en,Streets of Laredo,1995-11-12,0.0,300.0,1995,0.0
51438272,71982,Director,Joseph Sargent,Lonesome Dove Collection,Levinson Productions,United States of America,0.0,en,Streets of Laredo,1995-11-12,0.0,300.0,1995,0.0
51438486,16900,Director,Keith Cossrow,Truth in 24 Collection,NFL Films,United States of America,0.0,en,Truth In 24,2008-11-06,0.0,95.0,2008,0.0
51438487,16900,Director,Keith Cossrow,Truth in 24 Collection,Intersport Television,United States of America,0.0,en,Truth In 24,2008-11-06,0.0,95.0,2008,0.0
51438488,16900,Director,Bennett Viseltear,Truth in 24 Collection,NFL Films,United States of America,0.0,en,Truth In 24,2008-11-06,0.0,95.0,2008,0.0
51438489,16900,Director,Bennett Viseltear,Truth in 24 Collection,Intersport Television,United States of America,0.0,en,Truth In 24,2008-11-06,0.0,95.0,2008,0.0
51438494,12445,Director,David Yates,Harry Potter Collection,Warner Bros.,United Kingdom,125000000.0,en,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,1342000000.0,130.0,2011,10.736
51438495,12445,Director,David Yates,Harry Potter Collection,Warner Bros.,United States of America,125000000.0,en,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,1342000000.0,130.0,2011,10.736
51438496,12445,Director,David Yates,Harry Potter Collection,Heyday Films,United Kingdom,125000000.0,en,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,1342000000.0,130.0,2011,10.736
51438497,12445,Director,David Yates,Harry Potter Collection,Heyday Films,United States of America,125000000.0,en,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,1342000000.0,130.0,2011,10.736
51453182,1771,Director,Joe Johnston,Captain America Collection,Paramount Pictures,United States of America,140000000.0,en,Captain America: The First Avenger,2011-07-22,370569774.0,124.0,2011,2.646926957142857
51453183,1771,Director,Joe Johnston,Captain America Collection,Marvel Studios,United States of America,140000000.0,en,Captain America: The First Avenger,2011-07-22,370569774.0,124.0,2011,2.646926957142857
