,pelicula_id,director,titulo_original,recaudacion,fecha_realizacion,presupuesto,ganancia
636221,756,Hamilton Luske,Fantasia,83320000.0,1940-11-13,2280000.0,36.54385964912281
636224,756,Jim Handley,Fantasia,83320000.0,1940-11-13,2280000.0,36.54385964912281
636227,756,Ford Beebe,Fantasia,83320000.0,1940-11-13,2280000.0,36.54385964912281
636230,756,T. Hee,Fantasia,83320000.0,1940-11-13,2280000.0,36.54385964912281
636233,756,Wilfred Jackson,Fantasia,83320000.0,1940-11-13,2280000.0,36.54385964912281
636236,756,Ben Sharpsteen,Fantasia,83320000.0,1940-11-13,2280000.0,36.54385964912281
636239,756,Norman Ferguson,Fantasia,83320000.0,1940-11-13,2280000.0,36.54385964912281
636242,756,David Hand,Fantasia,83320000.0,1940-11-13,2280000.0,36.54385964912281
636641,11314,Godfrey Reggio,Koyaanisqatsi,1723872.0,1982-06-06,0.0,inf
636673,89,Steven Spielberg,Indiana Jones and the Last Crusade,474171806.0,1989-05-24,48000000.0,9.878579291666666
639121,8077,David Fincher,Alien³,159773545.0,1992-05-22,50000000.0,3.1954709
642721,41671,Tony Randel,Amityville: It's About Time,0.0,1992-07-16,0.0,0.0
642809,27214,Richard Fleischer,Amityville 3-D,6333135.0,1983-11-18,0.0,inf
642849,52263,Steve White,Amityville: Dollhouse,0.0,1996-10-02,0.0,0.0
642930,33519,John Murlowski,Amityville: A New Generation,0.0,1993-09-29,1500000.0,0.0
642942,16235,Damiano Damiani,Amityville II: The Possession,12534817.0,1982-09-24,0.0,inf
644094,11449,Stuart Rosenberg,The Amityville Horror,86432000.0,1979-07-27,0.0,inf
644247,41848,Tom Bery,The Amityville Curse,0.0,1989-12-01,0.0,0.0
644567,8851,Irvin S. Yeaworth Jr.,The Blob,0.0,1958-09-12,240000.0,0.0
645047,229,James Whale,Bride of Frankenstein,0.0,1935-04-21,393750.0,0.0
645267,9529,Bernard Rose,Candyman,25792310.0,1992-10-16,6000000.0,4.298718333333333
646482,7340,Brian De Palma,Carrie,33800000.0,1976-11-03,1800000.0,18.77777777777778
646574,377,Wes Craven,A Nightmare on Elm Street,25504513.0,1984-11-14,1800000.0,14.169173888888889
646690,794,Richard Donner,The Omen,60922980.0,1976-06-06,2800000.0,21.75820714285714
652834,145,Lars von Trier,Breaking the Waves,3803298.0,1996-05-13,0.0,inf
664354,199,Jonathan Frakes,Star Trek: First Contact,150000000.0,1996-11-21,46000000.0,3.260869565217391
665250,9279,Brian Levant,Jingle All the Way,129832389.0,1996-11-15,60000000.0,2.16387315
665570,17204,Joe Berlinger,Paradise Lost: The Child Murders at Robin Hood Hills,0.0,1996-12-03,0.0,0.0
665572,17204,Bruce Sinofsky,Paradise Lost: The Child Murders at Robin Hood Hills,0.0,1996-12-03,0.0,0.0
665610,11674,Stephen Herek,101 Dalmatians,320689294.0,1996-11-17,54000000.0,5.93869062962963
665930,1573,Renny Harlin,Die Hard 2,240031094.0,1990-07-02,70000000.0,3.4290156285714284
669098,152,Robert Wise,Star Trek: The Motion Picture,139000000.0,1979-12-06,35000000.0,3.971428571428572
669242,174,Nicholas Meyer,Star Trek VI: The Undiscovered Country,96900000.0,1991-12-05,27000000.0,3.588888888888889
669626,172,William Shatner,Star Trek V: The Final Frontier,70200000.0,1989-06-09,30000000.0,2.34
669850,154,Nicholas Meyer,Star Trek II: The Wrath of Khan,96800000.0,1982-06-03,12000000.0,8.066666666666666
670106,157,Leonard Nimoy,Star Trek III: The Search for Spock,87000000.0,1984-05-31,18000000.0,4.833333333333333
670682,168,Leonard Nimoy,Star Trek IV: The Voyage Home,133000000.0,1986-11-25,24000000.0,5.541666666666667
670802,364,Tim Burton,Batman Returns,280000000.0,1992-06-19,80000000.0,3.5
671506,11967,Christopher Cain,Young Guns,44726644.0,1988-08-12,13000000.0,3.440511076923077
673406,9086,Geoff Murphy,Young Guns II,0.0,1990-08-01,20000000.0,0.0
673478,621,Randal Kleiser,Grease,181813770.0,1978-07-07,6000000.0,30.302295
673570,9037,Patricia Birch,Grease 2,15171476.0,1982-06-11,13200000.0,1.1493542424242424
674045,8845,Andrew Davis,Under Siege,156563139.0,1992-10-08,35000000.0,4.473232542857143
678397,578,Steven Spielberg,Jaws,470654000.0,1975-06-18,7000000.0,67.23628571428571
679441,579,Jeannot Szwarc,Jaws 2,187884007.0,1978-06-16,20000000.0,9.39420035
679521,17692,Joe Alves,Jaws 3-D,87987055.0,1983-03-16,20500000.0,4.2920514634146345
681213,4232,Wes Craven,Scream,173046663.0,1996-12-20,14000000.0,12.360475928571429
681897,34314,Robert Butler,Turbulence,11466088.0,1997-01-09,55000000.0,0.2084743272727272
683517,9404,Stanley Tong,警察故事4之簡單任務,21890845.0,1996-02-10,0.0,inf
732477,14908,Bryan Spicer,McHale's Navy,4529843.0,1997-04-18,0.0,inf
733125,11419,Stephen Kessler,Vegas Vacation,36400360.0,1997-02-13,25000000.0,1.4560144
733185,10003,Phillip Noyce,The Saint,118063304.0,1997-04-03,68000000.0,1.7362250588235295
745785,11844,Stephen Frears,The Van,0.0,1996-05-11,0.0,0.0
745865,6499,Shuki Levy,Turbo: A Power Rangers Movie,17979739.0,1997-03-27,10000000.0,1.7979739
745901,6499,David Winning,Turbo: A Power Rangers Movie,17979739.0,1997-03-27,10000000.0,1.7979739
784745,9360,Luis Llosa,Anaconda,136885767.0,1997-04-11,45000000.0,3.041905933333333
813905,816,Jay Roach,Austin Powers: International Man of Mystery,67683989.0,1997-05-02,16500000.0,4.102059939393939
822653,49478,Ronny Yu,Warriors of Virtue,0.0,1997-05-02,0.0,0.0
827261,1811,Gregg Araki,Nowhere,27354.0,1997-05-09,0.0,inf
831005,330,Steven Spielberg,The Lost World: Jurassic Park,229074524.0,1997-05-23,73000000.0,3.138007178082192
831833,33660,Dale Rosenbloom,Shiloh,0.0,1996-11-30,0.0,0.0
832153,1639,Jan de Bont,Speed 2: Cruise Control,164508066.0,1997-06-13,160000000.0,1.0281754125
833305,415,Joel Schumacher,Batman & Robin,238207122.0,1997-06-20,125000000.0,1.905656976
835321,17991,Shinya Tsukamoto,Tetsuo II: Body Hammer,0.0,1992-01-01,0.0,0.0
835465,607,Barry Sonnenfeld,Men in Black,589390539.0,1997-07-02,90000000.0,6.548783766666666
840649,9387,John Milius,Conan the Barbarian,79114085.0,1982-04-02,20000000.0,3.95570425
841261,10603,Sam Weisman,George of the Jungle,0.0,1997-07-15,55000000.0,0.0
847533,20737,Charles Martin Smith,Air Bud,23144499.0,1997-08-01,3000000.0,7.714833
847821,18519,Sam Pillsbury,Free Willy 3: The Rescue,0.0,1997-08-08,0.0,0.0
847929,4961,Guillermo del Toro,Mimic,25480490.0,1997-08-22,30000000.0,0.8493496666666667
849081,1669,John McTiernan,The Hunt for Red October,199200000.0,1990-03-02,30000000.0,6.64
854427,9437,Gary Fleder,Kiss the Girls,60527873.0,1997-10-03,27000000.0,2.2417730740740742
856731,10351,Robert Kurtzman,Wishmaster,15719109.0,1997-09-19,5000000.0,3.1438218
856947,3597,Jim Gillespie,I Know What You Did Last Summer,125586134.0,1997-10-17,17000000.0,7.387419647058824
857838,1281,Mel Smith,Bean,251212670.0,1997-07-03,18000000.0,13.956259444444443
858414,563,Paul Verhoeven,Starship Troopers,121214377.0,1997-11-06,105000000.0,1.154422638095238
861294,9823,John R. Leonetti,Mortal Kombat: Annihilation,51376861.0,1997-11-21,30000000.0,1.7125620333333331
862158,8078,Jean-Pierre Jeunet,Alien: Resurrection,162000000.0,1997-11-12,70000000.0,2.3142857142857145
863058,42832,Louis Saïa,Les Boys,0.0,1997-12-12,0.0,0.0
863598,9714,Raja Gosnell,Home Alone 3,79082515.0,1997-12-12,32000000.0,2.47132859375
863854,4233,Wes Craven,Scream 2,172363301.0,1997-12-09,24000000.0,7.181804208333333
868654,714,Roger Spottiswoode,Tomorrow Never Dies,333011068.0,1997-12-11,110000000.0,3.0273733454545453
874774,9922,Kevin Costner,The Postman,17626234.0,1997-12-25,80000000.0,0.220327925
875926,32302,Sean McNamara,3 Ninjas: High Noon at Mega Mountain,0.0,1998-04-10,0.0,0.0
888562,9033,Greg Spence,The Prophecy II,0.0,1998-01-20,0.0,0.0
888778,11568,John Landis,Blues Brothers 2000,14051384.0,1998-02-05,28000000.0,0.5018351428571428
889706,11808,Stuart Baird,U.S. Marshals,102367405.0,1998-03-06,60000000.0,1.7061234166666666
890822,617,John McNaughton,Wild Things,67200000.0,1998-03-20,20000000.0,3.36
890856,17644,Steve Gomer,Barney's Great Adventure,0.0,1998-01-01,0.0,0.0
890860,27472,Howard Deutch,The Odd Couple II,0.0,1998-04-09,0.0,0.0
890900,10216,Peter Medak,Species II,19165560.0,1998-04-10,35000000.0,0.5475874285714286
891494,9771,John Warren,Major League: Back to the Minors,3572443.0,1998-04-17,0.0,inf
891622,37410,Hal Hartley,Henry Fool,1334786.0,1997-09-07,0.0,inf
891910,10674,Tony Bancroft,Mulan,304320254.0,1998-06-18,90000000.0,3.381336155555556
891922,10674,Barry Cook,Mulan,304320254.0,1998-06-18,90000000.0,3.381336155555556
895654,846,Rob Bowman,The X Files,189198313.0,1998-06-19,66000000.0,2.866641106060606
902278,3050,Betty Thomas,Doctor Dolittle,294456605.0,1998-06-22,71000000.0,4.147276126760564
903574,944,Richard Donner,Lethal Weapon 4,285444603.0,1998-07-10,140000000.0,2.0388900214285712
917749,1051,William Friedkin,The French Connection,41158757.0,1971-10-09,1800000.0,22.86597611111111
920989,1366,John G. Avildsen,Rocky,117235147.0,1976-11-21,1000000.0,117.235147
921026,10014,Jack Sholder,A Nightmare on Elm Street Part 2: Freddy's Revenge,29999213.0,1985-10-31,3000000.0,9.999737666666666
921130,10072,Chuck Russell,A Nightmare on Elm Street 3: Dream Warriors,44793222.0,1987-02-27,5000000.0,8.9586444
921578,10131,Renny Harlin,A Nightmare on Elm Street 4: The Dream Master,72500000.0,1988-08-19,7000000.0,10.357142857142858
921694,10160,Stephen Hopkins,A Nightmare on Elm Street 5: The Dream Child,22168359.0,1989-08-11,8000000.0,2.771044875
921866,11284,Rachel Talalay,Freddy's Dead: The Final Nightmare,34872033.0,1991-09-05,11000000.0,3.170184818181818
922154,4488,Sean S. Cunningham,Friday the 13th,59754601.0,1980-05-09,550000.0,108.6447290909091
922361,9725,Steve Miner,Friday the 13th Part 2,21722776.0,1981-05-01,1250000.0,17.3782208
922553,9728,Steve Miner,Friday the 13th Part III,36690067.0,1982-08-13,4000000.0,9.17251675
922809,9730,Joseph Zito,Friday the 13th: The Final Chapter,32980880.0,1984-04-13,2600000.0,12.684953846153846
923225,9731,Danny Steinmann,Friday the 13th: A New Beginning,21930418.0,1985-03-22,2200000.0,9.96837181818182
923529,10225,Tom McLoughlin,Friday the 13th Part VI: Jason Lives,19472057.0,1986-08-01,3000000.0,6.490685666666667
923637,10281,John Carl Buechler,Friday the 13th Part VII: The New Blood,19170001.0,1988-05-13,2800000.0,6.846428928571428
923701,10283,Rob Hedden,Friday the 13th Part VIII: Jason Takes Manhattan,14000000.0,1989-07-28,5000000.0,2.8
924277,948,John Carpenter,Halloween,70000000.0,1978-10-25,300000.0,233.33333333333331
924677,11281,Rick Rosenthal,Halloween II,25533818.0,1981-10-30,2500000.0,10.2135272
924805,10676,Tommy Lee Wallace,Halloween III: Season of the Witch,14400000.0,1982-10-22,2500000.0,5.76
925012,11357,Dwight H. Little,Halloween 4: The Return of Michael Myers,17768757.0,1988-10-21,5000000.0,3.5537514
925108,11361,Dominique Othenin-Girard,Halloween 5: The Revenge of Michael Myers,11642254.0,1989-10-12,5000000.0,2.3284508
925184,36599,Paul Lynch,Prom Night,14796236.0,1980-07-18,1000000.0,14.796236
926237,39929,Bruce Pittman,Hello Mary Lou: Prom Night II,2683519.0,1987-11-13,0.0,inf
926512,41828,Peter R. Simpson,Prom Night III: The Last Kiss,0.0,1990-03-30,0.0,0.0
926521,41828,Ron Oliver,Prom Night III: The Last Kiss,0.0,1990-03-30,0.0,0.0
928132,41769,Clay Borris,Prom Night IV: Deliver Us from Evil,0.0,1992-02-14,0.0,0.0
928145,10585,Tom Holland,Child's Play,44196684.0,1988-11-08,9000000.0,4.910742666666667
928169,11186,John Lafia,Child's Play 2,35763605.0,1990-11-09,13000000.0,2.7510465384615386
928249,11187,Jack Bender,Child's Play 3,20560255.0,1991-08-30,13000000.0,1.5815580769230768
930337,609,Tobe Hooper,Poltergeist,122200000.0,1982-06-04,10700000.0,11.42056074766355
930401,11133,Brian Gibson,Poltergeist II: The Other Side,40996665.0,1986-05-23,19000000.0,2.157719210526316
930437,10306,Gary Sherman,Poltergeist III,14144000.0,1988-06-10,10500000.0,1.347047619047619
930469,9552,William Friedkin,The Exorcist,441306145.0,1973-12-26,8000000.0,55.163268125
934141,11586,John Boorman,Exorcist II: The Heretic,30749142.0,1977-06-17,14000000.0,2.196367285714285
934789,11587,William Peter Blatty,The Exorcist III,39024251.0,1990-08-17,0.0,inf
935743,941,Richard Donner,Lethal Weapon,120207127.0,1987-03-06,15000000.0,8.013808466666667
937643,942,Richard Donner,Lethal Weapon 2,227853986.0,1989-07-07,25000000.0,9.11415944
941843,943,Richard Donner,Lethal Weapon 3,321731527.0,1992-05-15,35000000.0,9.192329342857144
942943,927,Joe Dante,Gremlins,153083102.0,1984-06-07,11000000.0,13.916645636363636
944239,928,Joe Dante,Gremlins 2: The New Batch,41482207.0,1990-06-15,50000000.0,0.82964414
945211,9342,Martin Campbell,The Mask of Zorro,250288523.0,1998-07-16,95000000.0,2.6346160315789477
945595,165,Robert Zemeckis,Back to the Future Part II,332000000.0,1989-11-20,40000000.0,8.3
953515,196,Robert Zemeckis,Back to the Future Part III,244527583.0,1990-05-25,40000000.0,6.113189575
961291,551,Ronald Neame,The Poseidon Adventure,84563118.0,1972-12-01,5000000.0,16.9126236
961295,551,Irwin Allen,The Poseidon Adventure,84563118.0,1972-12-01,5000000.0,16.9126236
961963,17984,Robert Stevenson,The Absent-Minded Professor,0.0,1961-03-16,0.0,0.0
962188,22328,Vincent McEveety,The Apple Dumpling Gang Rides Again,0.0,1979-06-27,0.0,0.0
962341,3170,David Hand,Bambi,267447150.0,1942-08-14,858000.0,311.709965034965
962344,3170,James Algar,Bambi,267447150.0,1942-08-14,858000.0,311.709965034965
962347,3170,Samuel Armstrong,Bambi,267447150.0,1942-08-14,858000.0,311.709965034965
962350,3170,William Roberts,Bambi,267447150.0,1942-08-14,858000.0,311.709965034965
962353,3170,Paul Satterfield,Bambi,267447150.0,1942-08-14,858000.0,311.709965034965
962356,3170,Graham Heid,Bambi,267447150.0,1942-08-14,858000.0,311.709965034965
962359,3170,Norman Wright,Bambi,267447150.0,1942-08-14,858000.0,311.709965034965
963034,242,Francis Ford Coppola,The Godfather: Part III,136766062.0,1990-12-24,54000000.0,2.532704851851852
968506,29228,Robert Butler,The Computer Wore Tennis Shoes,0.0,1969-12-29,0.0,0.0
968550,11164,Sam Weisman,D2: The Mighty Ducks,45610410.0,1994-03-25,0.0,inf
969126,12129,Vincent McEveety,Herbie Goes Bananas,0.0,1980-06-25,0.0,0.0
969606,14140,Vincent McEveety,Herbie Goes To Monte Carlo,0.0,1977-06-24,0.0,0.0
969906,11158,Randal Kleiser,Honey I Blew Up the Kid,58662452.0,1992-07-16,40000000.0,1.4665613
970418,9354,Joe Johnston,"Honey, I Shrunk the Kids",222724172.0,1989-06-22,32000000.0,6.960130375
970594,9325,Wolfgang Reitherman,The Jungle Book,205843612.0,1967-10-17,4000000.0,51.460903
970720,10340,Hamilton Luske,Lady and the Tramp,93600000.0,1955-06-16,0.0,inf
970722,10340,Wilfred Jackson,Lady and the Tramp,93600000.0,1955-06-16,0.0,inf
970724,10340,Clyde Geronimi,Lady and the Tramp,93600000.0,1955-06-16,0.0,inf
970864,10144,Ron Clements,The Little Mermaid,222300000.0,1989-11-17,40000000.0,5.5575
970872,10144,John Musker,The Little Mermaid,222300000.0,1989-11-17,40000000.0,5.5575
971632,10414,Stephen Herek,The Mighty Ducks,50752337.0,1992-10-01,10000000.0,5.0752337
971680,10437,Brian Henson,The Muppet Christmas Carol,27281507.0,1992-12-10,0.0,inf
972896,12230,Hamilton Luske,One Hundred and One Dalmatians,215880014.0,1961-01-25,4000000.0,53.9700035
972900,12230,Wolfgang Reitherman,One Hundred and One Dalmatians,215880014.0,1961-01-25,4000000.0,53.9700035
972904,12230,Clyde Geronimi,One Hundred and One Dalmatians,215880014.0,1961-01-25,4000000.0,53.9700035
973904,10693,Clyde Geronimi,Peter Pan,87404651.0,1953-02-05,4000000.0,21.85116275
973914,10693,Wilfred Jackson,Peter Pan,87404651.0,1953-02-05,4000000.0,21.85116275
973924,10693,Hamilton Luske,Peter Pan,87404651.0,1953-02-05,4000000.0,21.85116275
976604,11135,Hendel Butoy,The Rescuers Down Under,47431461.0,1990-11-16,37931000.0,1.2504669267881152
976679,11135,Mike Gabriel,The Rescuers Down Under,47431461.0,1990-11-16,37931000.0,1.2504669267881152
1012604,11319,John Lounsbery,The Rescuers,71215869.0,1977-06-22,1200000.0,59.3465575
1012608,11319,Wolfgang Reitherman,The Rescuers,71215869.0,1977-06-22,1200000.0,59.3465575
1012612,11319,Art Stevens,The Rescuers,71215869.0,1977-06-22,1200000.0,59.3465575
1013324,14822,John Hough,Return from Witch Mountain,16393000.0,1978-03-10,0.0,inf
1013548,15969,Alan Zaslove,The Return of Jafar,0.0,1994-12-15,0.0,0.0
1013552,15969,Tad Stones,The Return of Jafar,0.0,1994-12-15,0.0,0.0
1013556,15969,Toby Shelton,The Return of Jafar,0.0,1994-12-15,0.0,0.0
1014076,15943,Robert Stevenson,The Shaggy D.A.,0.0,1976-12-17,0.0,0.0
1014228,19762,Robert Stevenson,Son of Flubber,0.0,1963-01-16,0.0,0.0
1014399,2619,Ron Howard,Splash,69821334.0,1984-03-09,8000000.0,8.72766675
1014633,97,Steven Lisberger,Tron,33000000.0,1982-07-09,17000000.0,1.9411764705882355
1015065,11675,Steve Miner,Halloween: H20,55041738.0,1998-08-05,17000000.0,3.237749294117647
1015141,87,Steven Spielberg,Indiana Jones and the Temple of Doom,333000000.0,1984-05-23,28000000.0,11.892857142857142
1017349,123,Ralph Bakshi,The Lord of the Rings,30471420.0,1978-11-15,4000000.0,7.617855
1018501,10823,Fritz Kiersch,Children of the Corn,14000000.0,1984-03-09,800000.0,17.5
1049605,11497,Gary Goldman,All Dogs Go to Heaven,27100027.0,1989-11-17,13800000.0,1.963770072463768
1049650,11497,Don Bluth,All Dogs Go to Heaven,27100027.0,1989-11-17,13800000.0,1.963770072463768
1049695,11497,Dan Kuenster,All Dogs Go to Heaven,27100027.0,1989-11-17,13800000.0,1.963770072463768
1146805,2907,Barry Sonnenfeld,The Addams Family,191502426.0,1991-11-22,30000000.0,6.3834142
1148344,15171,Charles A. Nichols,Charlotte's Web,0.0,1973-03-01,0.0,0.0
1148353,15171,Iwao Takamoto,Charlotte's Web,0.0,1973-03-01,0.0,0.0
1150774,11704,Don Bluth,The Secret of NIMH,14665733.0,1982-06-17,7000000.0,2.095104714285714
1153846,4978,Don Bluth,An American Tail,84542002.0,1986-11-21,9000000.0,9.393555777777776
1154550,10380,Phil Nibbelink,An American Tail: Fievel Goes West,40766041.0,1991-11-21,0.0,inf
1154559,10380,Simon Wells,An American Tail: Fievel Goes West,40766041.0,1991-11-21,0.0,inf
1155846,11415,Steve Miner,House,0.0,1986-02-28,3000000.0,0.0
1155934,37530,Ethan Wiley,House II: The Second Story,7800000.0,1987-05-14,0.0,inf
1156726,8393,Jamie Uys,The Gods Must Be Crazy,60000000.0,1980-09-10,5000000.0,12.0
1158006,11937,Jamie Uys,The Gods Must Be Crazy II,0.0,1989-07-01,0.0,0.0
1161174,21661,Richard Martin,Air Bud: Golden Receiver,10224116.0,1998-08-14,0.0,inf
1161254,39930,Chuck Parello,"Henry II, Portrait of a Serial Killer",0.0,1996-10-10,0.0,0.0
1161272,10692,John McNaughton,Henry: Portrait of a Serial Killer,0.0,1986-09-24,111000.0,0.0
1161416,805,Roman Polanski,Rosemary's Baby,33395426.0,1968-06-12,3200000.0,10.436070625
1162244,34584,Wolfgang Petersen,The Neverending Story,20158808.0,1984-04-05,27000000.0,0.7466225185185185
1201412,34636,George T. Miller,The Neverending Story II: The Next Chapter,16283667.0,1990-10-24,32000000.0,0.50886459375
1232132,2182,John De Bello,Attack of the Killer Tomatoes!,0.0,1978-10-01,90000.0,0.0
1232231,36647,Stephen Norrington,Blade,131183530.0,1998-08-21,45000000.0,2.915189555555556
1238375,431,Vincenzo Natali,Cube,501818.0,1997-09-09,250000.0,2.007272
1244549,2109,Brett Ratner,Rush Hour,244386864.0,1998-09-18,33000000.0,7.405662545454545
1244901,9877,Jamie Blanks,Urban Legend,72527595.0,1998-09-25,14000000.0,5.1805425
1274853,1091,John Carpenter,The Thing,19629760.0,1982-06-25,15000000.0,1.3086506666666666
1275717,4437,Peter Hyams,2010,40400657.0,1984-12-06,28000000.0,1.442880607142857
1275861,11932,Ronny Yu,Bride of Chucky,50671850.0,1998-10-16,25000000.0,2.026874
1277077,9945,John Carpenter,Vampires,0.0,1998-04-15,20000000.0,0.0
1298677,4518,Shekhar Kapur,Elizabeth,82150642.0,1998-09-13,30000000.0,2.7383547333333333
1300045,3600,Danny Cannon,I Still Know What You Did Last Summer,40002112.0,1998-11-13,65000000.0,0.6154171076923077
1300936,12223,Bryan Forbes,The Stepford Wives,0.0,1975-02-12,0.0,0.0
1301404,14444,Norton Virgien,The Rugrats Movie,100491683.0,1998-11-20,30000000.0,3.3497227666666665
1301410,14444,Igor Kovalyov,The Rugrats Movie,100491683.0,1998-11-20,30000000.0,3.3497227666666665
1302340,1678,Ishirô Honda,ゴジラ,0.0,1954-11-03,1000000.0,0.0
